Select,JobType,JobID,WhlCode,WhlDescription,FromDate,ToDate,EFMID,CatMonth,Method1,Method2,Method3,Method4,Method5,Method6,Method7,Method8,Method9
1,CAT,HHHJAN,HHH,HOUSE HASSON HARDWARE,,,,JAN,N,N,N,N,N,N,N,N,N
